id,name,description,price,duration_in_days
5821,Centidel 5821,Cross-platform optimizing utilisation,950.31,31
5822,Browsezoom 5822,Balanced multi-state help-desk,741.1,98
5823,Fivespan 5823,Organized well-modulated methodology,631.59,42
5824,Yadel 5824,Grass-roots zero tolerance frame,546.3,71
5825,Roodel 5825,Advanced background instruction set,265.11,10
5826,Flipstorm 5826,Versatile cohesive emulation,473.52,90
5827,Voonder 5827,Distributed mobile workforce,703.98,93
5828,Quaxo 5828,Virtual contextually-based analyzer,785.25,10
5829,Zoombox 5829,Face to face 6th generation moratorium,668.69,76
5830,Fadeo 5830,Seamless user-facing protocol,305.3,60
5831,Yambee 5831,Robust disintermediate time-frame,467.95,31
5832,Wikido 5832,Multi-lateral asynchronous orchestration,803.62,18
5833,Flashspan 5833,Public-key reciprocal firmware,282.17,15
5834,Skinder 5834,Down-sized even-keeled flexibility,110.82,62
5835,Twimm 5835,Customer-focused full-range infrastructure,842.28,100
5836,Avamm 5836,Switchable bi-directional functionalities,373.43,75
5837,Voomm 5837,Up-sized user-facing migration,931.32,19
5838,Rhyloo 5838,Up-sized client-driven solution,560.67,53
5839,Yakitri 5839,Open-architected mission-critical portal,826.59,45
5840,Livefish 5840,Realigned systematic success,120.45,72
5841,Eazzy 5841,User-centric leading edge alliance,679.76,16
5842,LiveZ 5842,Virtual 4th generation ability,739.91,94
5843,Katz 5843,Team-oriented secondary middleware,598.81,31
5844,Twitterworks 5844,Ergonomic 5th generation algorithm,300.59,55
5845,Oozz 5845,Synchronised dynamic analyzer,282.97,38
5846,Ntags 5846,Up-sized intermediate policy,664.36,17
5847,Thoughtbeat 5847,Synchronised user-facing neural-net,270.59,20
5848,Blogpad 5848,Devolved hybrid solution,233.19,65
5849,Twitterbridge 5849,Self-enabling system-worthy open system,115.62,79
5850,Thoughtbridge 5850,Synergized holistic customer loyalty,250.94,59
5851,Quatz 5851,Organic scalable leverage,164.64,63
5852,Quimba 5852,Innovative 3rd generation interface,330.17,59
5853,Blogtags 5853,Enhanced object-oriented orchestration,919.52,100
5854,Riffpedia 5854,Open-source multi-state definition,237.53,54
5855,Yodel 5855,Ergonomic tertiary Graphic Interface,908.89,85
5856,Skyndu 5856,Upgradable attitude-oriented open system,582.04,22
5857,Jaxbean 5857,Organic demand-driven strategy,491.99,19
5858,Yotz 5858,Compatible didactic approach,427.35,78
5859,Jabbersphere 5859,Robust next generation solution,433.47,91
5860,Jayo 5860,Open-source systematic alliance,483.02,8
5861,Dynazzy 5861,Profound zero defect capacity,243.22,70
5862,Browseblab 5862,Optional national architecture,363.63,87
5863,Trilia 5863,Integrated mobile middleware,616.6,38
5864,Tanoodle 5864,Sharable 24/7 system engine,321.14,65
5865,Jabberstorm 5865,Ergonomic system-worthy functionalities,178.95,46
5866,Linklinks 5866,Fundamental analyzing projection,401.99,85
5867,Blognation 5867,Balanced empowering extranet,314.18,92
5868,Kazio 5868,Managed even-keeled encryption,694.74,89
5869,Voolith 5869,Horizontal neutral monitoring,936.6,84
5870,Jaxbean 5870,Ameliorated 5th generation support,393.71,21
5871,Zooveo 5871,Versatile dynamic help-desk,773.01,50
5872,Brainsphere 5872,Assimilated bandwidth-monitored hierarchy,461.18,88
5873,Zoozzy 5873,Switchable client-driven circuit,603.51,63
5874,Oyoyo 5874,Balanced reciprocal moratorium,852.16,13
5875,Fivechat 5875,Networked methodical toolset,488.65,18
5876,Avavee 5876,Cloned multimedia alliance,706.27,27
5877,Roomm 5877,User-centric contextually-based parallelism,840.34,80
5878,Tagtune 5878,Open-architected human-resource orchestration,163.14,13
5879,Podcat 5879,Programmable well-modulated internet solution,962.64,20
5880,Yakitri 5880,Triple-buffered well-modulated parallelism,284.13,56
5881,Rhybox 5881,Assimilated real-time installation,767.42,61
5882,Skibox 5882,Cloned fault-tolerant moderator,636.63,20
5883,Blogspan 5883,Implemented even-keeled array,940.33,60
5884,Podcat 5884,Upgradable motivating protocol,163.95,56
5885,Yadel 5885,Diverse systematic circuit,938.59,52
5886,Geba 5886,Intuitive executive functionalities,452.89,17
5887,Lazz 5887,Stand-alone grid-enabled function,168.97,23
5888,Lajo 5888,Customizable needs-based approach,369.08,29
5889,Demimbu 5889,Grass-roots global knowledge user,287.8,43
5890,Plajo 5890,Re-contextualized even-keeled project,647.17,65
5891,JumpXS 5891,Reactive encompassing product,333.48,44
5892,Photospace 5892,Ameliorated discrete neural-net,450.66,36
5893,Gigashots 5893,Object-based radical concept,426.14,45
5894,Dabvine 5894,Future-proofed scalable knowledge base,990.86,69
5895,Vipe 5895,Organic solution-oriented support,907.28,93
5896,Skinix 5896,Focused human-resource service-desk,882.83,32
5897,Mydo 5897,Future-proofed 5th generation Graphical User Interface,318.94,75
5898,Edgeify 5898,Focused asynchronous matrix,979.92,54
5899,Mymm 5899,Multi-lateral background open system,168,4
5900,Twitterlist 5900,Focused 6th generation migration,903.32,13
5901,Linkbuzz 5901,Switchable hybrid circuit,547.94,12
5902,Devpulse 5902,Extended leading edge archive,893.6,90
5903,Yoveo 5903,Distributed clear-thinking Graphic Interface,517.8,23
5904,Fivebridge 5904,Team-oriented asynchronous concept,785.16,54
5905,Zoombeat 5905,Cloned empowering implementation,892.28,62
5906,Gigabox 5906,Organized actuating capability,327.84,87
5907,Ainyx 5907,Triple-buffered incremental data-warehouse,100.67,20
5908,Livetube 5908,Enterprise-wide multimedia process improvement,446.07,35
5909,Lajo 5909,De-engineered holistic instruction set,477.87,62
5910,Npath 5910,Monitored reciprocal protocol,651.66,1
5911,Riffwire 5911,Front-line didactic focus group,762.2,85
5912,Feedmix 5912,Configurable didactic hub,120.73,84
5913,Shuffletag 5913,Re-contextualized logistical leverage,543.25,17
5914,Feednation 5914,Decentralized system-worthy model,992.31,25
5915,Jayo 5915,Customer-focused multi-tasking knowledge user,922.31,89
5916,Skidoo 5916,Quality-focused homogeneous process improvement,649.85,53
5917,Jatri 5917,Universal next generation time-frame,861.93,27
5918,Skinte 5918,Grass-roots human-resource emulation,344.02,39
5919,Quaxo 5919,Team-oriented actuating task-force,435.11,52
5920,Voomm 5920,User-centric radical archive,625.76,95
5921,Quimba 5921,Persevering optimal intranet,504.35,61
5922,Skivee 5922,Re-engineered high-level attitude,184.97,61
5923,Linklinks 5923,Multi-lateral encompassing middleware,388.42,56
5924,Fivebridge 5924,Open-source tertiary system engine,986.92,5
5925,Oyope 5925,Ameliorated uniform monitoring,388.09,11
5926,Topdrive 5926,Business-focused stable workforce,123.32,98
5927,Leexo 5927,Seamless 5th generation solution,120.09,24
5928,Ainyx 5928,Automated intermediate challenge,551.01,11
5929,Photobean 5929,Cross-group contextually-based concept,312.41,76
5930,Devbug 5930,Organized reciprocal internet solution,391.65,36
5931,Vitz 5931,Horizontal neutral hardware,189.06,37
5932,Twiyo 5932,Profound systematic instruction set,388.39,23
5933,Topicstorm 5933,Grass-roots global knowledge base,988.96,87
5934,Midel 5934,Grass-roots high-level productivity,262.76,82
5935,Wikido 5935,User-friendly asynchronous standardization,805.9,57
5936,Innojam 5936,Fundamental exuding orchestration,517.78,88
5937,Mydo 5937,Extended context-sensitive open architecture,857.6,38
5938,Rhybox 5938,Profound coherent infrastructure,551.04,63
5939,Yambee 5939,Business-focused bifurcated migration,914.37,8
5940,Yadel 5940,Decentralized reciprocal budgetary management,406.38,32
5941,Linktype 5941,Face to face disintermediate matrix,627.86,98
5942,Ntags 5942,Networked neutral parallelism,862.92,11
5943,Ntag 5943,Reduced mobile implementation,865.34,30
5944,Yakidoo 5944,Inverse analyzing moderator,835.04,18
5945,Ainyx 5945,Assimilated didactic Graphical User Interface,391.91,72
5946,Jabbertype 5946,Focused scalable hub,360.68,8
5947,Meejo 5947,Decentralized even-keeled functionalities,950.34,81
5948,Zazio 5948,Re-engineered fresh-thinking ability,302.38,44
5949,Riffpedia 5949,Synchronised bi-directional database,310.38,25
5950,Skyble 5950,Persevering methodical application,282.31,34
5951,Jabbersphere 5951,Innovative asynchronous parallelism,819.78,47
5952,Yadel 5952,Vision-oriented even-keeled info-mediaries,573.48,23
5953,Mybuzz 5953,Re-contextualized eco-centric process improvement,236.82,94
5954,Tazz 5954,Visionary systemic task-force,265.41,13
5955,Katz 5955,Front-line systematic hierarchy,373.22,100
5956,Realfire 5956,Face to face neutral knowledge base,741.77,83
5957,Dynabox 5957,Future-proofed impactful leverage,373.97,54
5958,Brainlounge 5958,Vision-oriented foreground parallelism,162.88,61
5959,Mydeo 5959,Networked actuating workforce,906.83,79
5960,Livetube 5960,Distributed responsive hierarchy,391.03,18
5961,Devcast 5961,Networked multi-state initiative,932.93,34
5962,Zoonoodle 5962,De-engineered fresh-thinking hardware,625.32,19
5963,Voolia 5963,Seamless optimal portal,613.84,39
5964,Shuffledrive 5964,Phased stable groupware,516.04,90
5965,Tanoodle 5965,Cross-platform static middleware,752.14,76
5966,Buzzshare 5966,Object-based high-level implementation,683.38,5
5967,Zazio 5967,Progressive motivating projection,999.07,80
5968,Leenti 5968,Front-line system-worthy functionalities,349.85,53
5969,Jabbersphere 5969,Automated real-time archive,212.81,73
5970,Photobug 5970,Customizable web-enabled open architecture,522.21,83
5971,Eire 5971,Optimized empowering concept,780.32,97
5972,Dabjam 5972,Front-line coherent firmware,937.22,35
5973,Divavu 5973,Configurable composite capacity,614.62,15
5974,Brainbox 5974,Reactive dedicated forecast,528.87,75
5975,Yotz 5975,Team-oriented optimal knowledge base,770.5,41
5976,Yambee 5976,Devolved optimal ability,912.96,89
5977,Camimbo 5977,Adaptive bottom-line budgetary management,798.99,13
5978,Youspan 5978,De-engineered composite parallelism,467.28,97
5979,Kayveo 5979,Reactive value-added database,508.33,37
5980,Shuffletag 5980,Inverse directional attitude,226.42,27
5981,Trudoo 5981,Object-based real-time challenge,527.65,78
5982,Photofeed 5982,Expanded next generation methodology,688.49,22
5983,Meetz 5983,Mandatory composite productivity,744.98,77
5984,Skippad 5984,Object-based asymmetric attitude,820.2,20
5985,Roomm 5985,Implemented background standardization,179.59,86
5986,Eabox 5986,Networked transitional framework,392.93,30
5987,Skidoo 5987,Configurable 3rd generation support,121.26,34
5988,Wordtune 5988,Mandatory needs-based contingency,633.67,53
5989,Plajo 5989,Function-based bottom-line strategy,868.96,49
5990,Divavu 5990,Decentralized needs-based help-desk,262.09,27
5991,Wikivu 5991,Object-based context-sensitive success,105.51,11
5992,Lazz 5992,Multi-tiered zero tolerance info-mediaries,356.71,36
5993,Demizz 5993,Triple-buffered tangible info-mediaries,160.16,88
5994,Jamia 5994,Progressive executive model,228.99,97
5995,Buzzster 5995,Persevering object-oriented database,933.06,35
5996,Janyx 5996,Front-line object-oriented capacity,666.32,91
5997,Jaxworks 5997,Universal next generation utilisation,474.35,12
5998,Yacero 5998,Cross-platform attitude-oriented framework,904.72,16
5999,Thoughtsphere 5999,Business-focused context-sensitive support,133.12,43
6000,Kwilith 6000,Enterprise-wide leading edge superstructure,374.38,27
6001,Jatri 6001,Decentralized modular conglomeration,544.94,19
6002,Katz 6002,Up-sized leading edge help-desk,367.76,20
6003,Camido 6003,Cross-group disintermediate application,462.09,33
6004,Jaxspan 6004,Re-contextualized 24 hour ability,137.04,89
6005,Centizu 6005,Enhanced maximized methodology,547.37,81
6006,Katz 6006,Down-sized attitude-oriented framework,541.34,18
6007,Lazz 6007,Advanced responsive complexity,939.36,40
6008,Camimbo 6008,Seamless 24 hour product,870.16,55
6009,Jaxworks 6009,Visionary hybrid access,569.45,73
6010,Jetpulse 6010,Public-key client-server strategy,102.35,64
6011,Buzzdog 6011,Compatible bi-directional policy,496.35,77
6012,Feedfire 6012,Advanced multimedia analyzer,304.56,27
6013,Yabox 6013,Balanced client-server productivity,128.14,64
6014,Voomm 6014,Front-line heuristic interface,119.43,1
6015,Zoombox 6015,Managed 24/7 budgetary management,227.21,56
6016,Lazz 6016,Sharable grid-enabled software,415.97,77
6017,Plajo 6017,Function-based non-volatile solution,781.02,84
6018,Skynoodle 6018,Ergonomic holistic initiative,875.09,26
6019,Yabox 6019,Cross-platform transitional standardization,604.17,87
6020,Chatterpoint 6020,Persistent zero tolerance algorithm,855.57,63
6021,Zoombox 6021,Up-sized bi-directional pricing structure,336.44,9
6022,Jetwire 6022,Front-line regional solution,214.73,64
6023,Yombu 6023,Synchronised full-range internet solution,279.95,74
6024,Edgepulse 6024,Re-contextualized exuding contingency,717.15,14
6025,Minyx 6025,Profound 24 hour adapter,354.05,100
6026,Zooveo 6026,Digitized maximized array,413.69,57
6027,Eimbee 6027,Enterprise-wide 24 hour customer loyalty,143.72,78
6028,Zoomcast 6028,Focused tangible emulation,289.29,30
6029,Lazz 6029,Compatible non-volatile emulation,357.01,35
6030,Topicshots 6030,Enterprise-wide even-keeled challenge,576.23,28
6031,Agivu 6031,Up-sized attitude-oriented strategy,110.17,75
6032,Yakidoo 6032,Fundamental global hardware,338.02,53
6033,Bubblebox 6033,Stand-alone content-based knowledge base,129.78,87
6034,Thoughtstorm 6034,Multi-lateral discrete conglomeration,632.13,10
6035,Avavee 6035,Multi-layered upward-trending forecast,287.62,49
6036,Quatz 6036,Multi-layered intangible throughput,318.12,46
6037,Fivespan 6037,Stand-alone disintermediate system engine,242.14,55
6038,Twitterwire 6038,Future-proofed systematic core,647.98,90
6039,Avamm 6039,Decentralized mission-critical conglomeration,339.66,67
6040,Quimba 6040,Enhanced tangible middleware,158.36,63
6041,Skivee 6041,Adaptive analyzing installation,471.59,37
6042,Roodel 6042,Devolved national architecture,852.67,66
6043,Skimia 6043,Advanced contextually-based contingency,676.96,75
6044,Skiba 6044,Cross-group impactful middleware,390.84,31
6045,Quaxo 6045,Reactive 3rd generation architecture,819.64,54
6046,Abatz 6046,Programmable secondary structure,628.67,4
6047,Twitterlist 6047,Fundamental non-volatile hierarchy,462.36,9
6048,Flashspan 6048,Focused systemic projection,972.84,22
6049,Wordtune 6049,User-friendly next generation algorithm,243.85,43
6050,Dabfeed 6050,Phased coherent project,919.08,67
6051,Minyx 6051,Sharable eco-centric capacity,754.55,96
6052,Jamia 6052,Operative bandwidth-monitored standardization,278.28,83
6053,Roodel 6053,Progressive intermediate approach,595.96,65
6054,Myworks 6054,Reduced static toolset,629.41,32
6055,Viva 6055,Integrated multi-tasking matrix,177.2,56
6056,Twitterbridge 6056,Front-line interactive collaboration,686.78,20
6057,Twinte 6057,Grass-roots reciprocal software,484.55,83
6058,Eazzy 6058,Horizontal national circuit,394.93,30
6059,Thoughtbeat 6059,Multi-tiered mission-critical benchmark,332.82,82
6060,Mybuzz 6060,Enhanced national leverage,830.13,33
6061,Devshare 6061,Enterprise-wide tangible ability,828.81,99
6062,Pixoboo 6062,Organized systematic synergy,498.85,76
6063,Katz 6063,Face to face zero tolerance conglomeration,725.58,63
6064,Skippad 6064,Enterprise-wide demand-driven model,505.08,18
6065,Tagpad 6065,Managed mission-critical paradigm,202.63,89
6066,Skaboo 6066,Streamlined dedicated attitude,424.45,66
6067,Youspan 6067,Realigned clear-thinking knowledge user,274.74,89
6068,Browsedrive 6068,Multi-layered zero tolerance time-frame,933.33,32
6069,Voonder 6069,Adaptive dynamic solution,423.09,42
6070,Jabberbean 6070,Multi-lateral asynchronous methodology,352.42,35
6071,Youspan 6071,Enterprise-wide foreground application,793.24,15
6072,Einti 6072,Realigned foreground customer loyalty,383.39,42
6073,Shuffledrive 6073,Assimilated methodical Graphical User Interface,675.69,24
6074,Feedbug 6074,Grass-roots composite database,155.24,38
6075,Feedmix 6075,Pre-emptive scalable attitude,667.66,87
6076,Jetwire 6076,Triple-buffered homogeneous synergy,584.44,1
6077,Divape 6077,Business-focused modular initiative,426.17,90
6078,Voonte 6078,Multi-channelled contextually-based conglomeration,280.64,43
6079,Yodo 6079,Exclusive 5th generation flexibility,817.94,38
6080,Livetube 6080,Distributed bottom-line product,737.64,76
6081,Skynoodle 6081,Ameliorated neutral knowledge user,724.99,10
6082,Eire 6082,Exclusive cohesive utilisation,443.85,21
6083,Rhyloo 6083,Universal empowering encryption,380.34,21
6084,Twitterlist 6084,Down-sized empowering knowledge base,521.82,10
